"NO_SPOOL","DIA","Length","Weight","MemberCount","JointCount","Emergency","ApplyLeadTime","STG","Service","Pass","Sch","Material","제작협력사","도장협력사","Plan_makingLT","Actual_makingLT","Predicted_makingLT","Plan_paintingLT","Actual_paintingLT","Predicted_paintingLT"
"SN2126B7PU1123502","10.0","300.0","141.944","7.0","6.0","1.0","정상","30.0","CHS","A","S-30","CS","(주)성광테크","(주)성광테크","27.0","32.0","19.665071","13.0","15.0","17.209"
"SN2126B7PU1126767","1.5","160.0","4.646","5.0","4.0","1.0","정상","40.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","27.0","14.0","24.863716","13.0","20.0","19.85477"
"SN2126B7PU1316249","0.5","0.0","2.688","4.0","3.0","1.0","정상","50.0","DF","A","S-80S","SS","건일산업(주)","하이에어","28.0","50.0","34.065815","20.0","14.0","16.105534"
"SN2126B7PU1123295","2.0","1987.0","26.5709999999999","5.0","4.0","1.0","정상","50.0","DN","B","S-80","CS","건일산업(주)","삼녹","19.0","26.0","28.733982","13.0","11.0","19.25153"
"SN2126B7PU1120900","0.75","100.0","1.12","2.0","1.0","1.0","정상","30.0","N","A","S-80","CS","성일SIM함안공장","하이에어","23.0","50.0","37.902416","11.0","10.0","16.954254"
"SN2126B7PU1130240","0.5","0.0","1.2","1.0","0.0","1.0","정상","40.0","CHS","A","S-80","CS","(주)성광테크","(주)성광테크","25.0","14.0","19.08884","11.0","16.0","17.45364"
"SN2126B7PU1119511","2.0","6000.0","54.72","4.0","3.0","1.0","정상","40.0","AU","A","S-80","CS","건일산업(주)","건일산업(주)","17.0","17.0","22.120918","13.0","18.0","19.990788"
"SN2126B7PU1704698","1.5","3458.0","17.357","2.0","1.0","1.0","정상","50.0","FW","A","T-3.81","CN","부흥","하이에어","27.0","31.0","20.52861","13.0","13.0","14.879086"
"SN2126B7PU1316228","4.0","4733.0","44.836","4.0","3.0","1.0","정상","30.0","CDD","B","S-10S","SS","성일","하이에어","23.0","33.0","26.176561","18.0","12.0","15.263278"
"SN2126B7PU1316623","2.0","6000.0","24.52","3.0","2.0","1.0","준긴급","30.0","CDD","B","S-10S","SS","건일산업(주)","하이에어","5.0","28.0","30.99979","9.0","15.0","12.42443"
"SN2126B7PU1122035","0.5","75.0","1.446","2.0","1.0","1.0","정상","50.0","RN","B","S-160","CS","(주)성광테크","(주)성광테크","26.0","23.0","24.567974","16.0","14.0","17.383717"
"SN2126B7PU1117851","4.0","681.0","28.018","5.0","3.0","1.0","정상","40.0","CWS","A","S-40","CS","(주)성광테크","(주)성광테크","25.0","26.0","21.555792","13.0","21.0","18.250938"
"SN2126B7PU1314552","2.0","821.0","17.69","11.0","13.0","1.0","정상","50.0","RN","A","S-10S","SS","건일산업(주)","하이에어","19.0","41.0","34.03617","20.0","15.0","14.835061"
"SN2126B7PU1117412","2.0","726.0","31.346","14.0","13.0","0.0","정상","40.0","DN","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","18.0","26.004269","25.0","19.0","20.09869"
"SN2126B7PU1312872","16.0","1169.0","503.390999999999","7.0","6.0","1.0","정상","30.0","PL","A","S-80S","SS","건일산업(주)","건일산업(주)","17.0","25.0","23.501762","14.0","14.0","14.928221"
"SN2126B7PU1133163","1.0","1632.0","18.682","8.0","7.0","1.0","정상","50.0","AU","A","S-80","CS","건일산업(주)","건일산업(주)","26.0","9.0","23.900211","13.0","17.0","20.371748"
